run_date,benchmark_version,routing_basis,candidate_label,candidate_model,candidate_effort,judge,judge_effort,bt_tag,scoring_version,prior_scale,n_passfail,n_partial,n_binary_pass,n_binary_fail,n_binary_split,passfail,passfail_lo,passfail_hi,partial,partial_lo,partial_hi,pooled_count,pooled_count_lo,pooled_count_hi,pooled_equal,pooled_equal_lo,pooled_equal_hi,grp_cloze_score,grp_cloze_lo,grp_cloze_hi,grp_cloze_n_pf,grp_cloze_n_pc,grp_congen_score,grp_congen_lo,grp_congen_hi,grp_congen_n_pf,grp_congen_n_pc,grp_knowinf_score,grp_knowinf_lo,grp_knowinf_hi,grp_knowinf_n_pf,grp_knowinf_n_pc,style_cohort_id,style_authenticity_fidelity,style_authenticity_fidelity_lo,style_authenticity_fidelity_hi,style_T_E2,style_period_fidelity_e3,style_period_fidelity_e3_lo,style_period_fidelity_e3_hi,style_w1_e3,style_w1_null_mean_e3,style_drift_years_e3,style_dispersion_mae_e3,style_T_drift_e3,style_T_disp_e3,style_T_KS_e3,style_date_run_id_e3,style_n_e1_abstained_e3,n_boot,seed,report_path,n_auto_passfail,n_auto_partial
2026-08-22,1.0,partial_credit,/projects/bdfx/models/Qwen2.5-72B-Instruct,/projects/bdfx/models/Qwen2.5-72B-Instruct,none,anthropic/claude-sonnet-4-6,medium,anthropic_claude-sonnet-5__0.8__j-medium__pm-rationales,direct_binary_v1,3.0,520,346,171,348,1,0.3294871794871794,0.29038461538461546,0.36860576923076915,0.20141818943161158,0.18538912310668673,0.2935102988848174,0.27831873773287635,0.2607183863561482,0.32652963447405825,0.2654526844593955,0.25099341485518767,0.3184324615539475,0.19060161078683707,0.15563929862297923,0.23990964102103154,292,67,0.2016885872122218,0.1832564530329376,0.2986382171592686,0,273,0.5022951465609397,0.4363226500139656,0.5656943733323612,228,6,52ea485ec1e4537f,5.420590519427526,4.332670055516097,6.801385995784138,0.9726081856761215,13.835639738191485,11.359216450386544,16.49775703463836,0.4322940595108006,0.010641056211474254,84.20591576754241,85.71397577901446,0.9322940595108,0.450586111993772,0.7589119965562701,cadbced455fb4abb,25,2000,20260817,,5,6
2026-08-23,1.0,partial_credit,google/gemini-3.7-flash,google/gemini-3.7-flash,high,anthropic/claude-sonnet-4-6,medium,anthropic_claude-sonnet-5__0.8__j-medium__pm-rationales,direct_binary_v1,3.0,520,346,482,38,0,0.926923076923077,0.9038461538461539,0.948076923076923,0.642381153108853,0.5838907854450791,0.6879554227555498,0.8132377355377173,0.7862683993829499,0.8361529402738437,0.784652115015965,0.753360518009442,0.8101489133688172,0.8583617397992584,0.8202198220542741,0.8885655005271573,292,67,0.6088839171815609,0.5487509387729271,0.6635431686086114,0,273,0.9824218162271933,0.9657965016812481,0.9957253297370142,228,6,851b4ff2ca1e22f0,27.41399025535086,23.959384395839912,30.92690562552175,0.8608514732964753,76.67199114095213,71.0706671513451,82.7560661145021,0.12685830620753227,0.013327242139189899,14.896441868813072,28.717278666021326,0.6268583062075321,0.2866074822815891,0.19113929074636338,083038781108fc0c,148,2000,20260817,,123,3
2026-08-22,1.0,partial_credit,gpt-41-ft,ft:gpt-4.1-2025-04-14:tedunderwood::DNkT25IC,none,anthropic/claude-sonnet-4-6,medium,anthropic_claude-sonnet-5__0.8__j-medium__pm-rationales,direct_binary_v1,3.0,520,346,283,237,0,0.5442307692307692,0.5,0.5865384615384616,0.6124202247780095,0.5520279687220917,0.659194632557015,0.5714750551653479,0.5355508295860795,0.601227898846548,0.5783254970043894,0.5406033597627156,0.6084247866909215,0.5627522824883827,0.5112909678935832,0.6121038461231482,292,67,0.6075873192496524,0.5443400966416181,0.6589299325945331,0,273,0.5427264538662684,0.47435896808116956,0.6068212627562818,228,6,54aabf2642190cf2,72.1990093993307,67.66696748915058,76.80006792472834,0.6320958215129803,100.0,95.76401147466831,100.0,0.009305857788813652,0.013939357411079037,0.8958082103999166,23.846797044877228,0.4984350649383489,0.24517263863943917,0.026842316204018335,a2f5c4347c55c951,124,2000,20260817,,138,7
2026-09-12,1.0,partial_credit,gpt-41-ft2,ft:gpt-4.1-2025-04-14:tedunderwood:chrono-v2:ENKb6PVp:ckpt-step-340,none,anthropic/claude-sonnet-4-6,medium,anthropic_claude-sonnet-5__0.8__j-medium__pm-rationales,direct_binary_v1,3.0,520,346,241,279,0,0.4634615384615385,0.4230769230769231,0.5076923076923077,0.5550141649873992,0.5033982518385501,0.6143889320013645,0.5000403014845729,0.4688784207043059,0.5368210006749142,0.5092378517244689,0.47758227178438367,0.5466694371724787,0.3885950552369282,0.3420709440639255,0.4362836102710769,292,67,0.5378985215236187,0.4819013413571633,0.6009340244603193,0,273,0.6268503413659615,0.5640750412051247,0.6868614430352823,228,6,6f74df44e01c795d,88.41806720418549,83.91969815556146,93.11266262266561,0.5530904048961264,98.93704758893226,94.44150556849125,99.50686763023478,0.01816515538185351,0.012988454415888952,2.9250672281638637,26.522126225051807,0.5068712698269814,0.26379746111733837,0.04811123309169629,ab725b8f7b18f47c,125,2000,20260817,,76,2
2026-08-30,1.0,partial_credit,gpt-4o-2024-08-06,gpt-4o-2024-08-06,none,anthropic/claude-sonnet-4-6,medium,anthropic_claude-sonnet-5__0.8__j-medium__pm-rationales,direct_binary_v1,3.0,520,346,258,262,0,0.49615384615384617,0.45576923076923076,0.5403846153846154,0.26210007842173794,0.24102053424640316,0.3580944221526472,0.40264044703686064,0.38338025710801354,0.45272045234531044,0.3791269622877921,0.3620841558292484,0.43503741995380285,0.349864238622502,0.30848158149426824,0.4052981342551923,292,67,0.25965582028384343,0.23528394676087583,0.360073687583092,0,273,0.6504244723545036,0.5896205565307316,0.7094118143170027,228,6,97949c489ca3a20f,5.720970836780137,4.344551940960095,7.226257509855804,0.9708785887278902,19.62322432149567,16.1025760030986,23.43222484623605,0.40449493267053754,0.0133059391017392,79.10543380061478,81.28910977647439,0.9044949326705378,0.43299164978870436,0.6956290331310628,8a04b79c68b9d6ce,151,2000,20260817,,89,5
2026-08-21,1.0,partial_credit,gpt-5.4,gpt-5.4,medium,anthropic/claude-sonnet-4-6,medium,anthropic_claude-sonnet-5__0.8__j-medium__pm-rationales,direct_binary_v1,3.0,520,346,480,40,0,0.9230769230769230,0.9,0.9442307692307690,0.7117508365149030,0.6502786262865450,0.7431824227402600,0.8386440986537600,0.8099990047957220,0.8560338776534240,0.8174138797959130,0.783801874220081,0.8362363114085210,0.8989951686371300,0.8650871340217110,0.9228778405701810,292,67,0.6797673453699050,0.6121263485753300,0.7232015096820680,0,273,0.931410421399328,0.8973927880021970,0.9614714431606180,228,6,30a184b50251d8c6,28.055067872779300,24.787873439802900,31.229828587745200,0.8577617810639530,94.23556686663068,88.71382817844197,98.72912907772063,0.04154346603721231,0.013499468187388165,-1.9048356352478824,20.7218436307468,0.46025887511223534,0.23903410296364624,0.08041568823703016,0c61ebb277a02ba5,158,2000,20260817,,116,3
2026-08-24,1.0,partial_credit,gpt-5.4-wrongframe,gpt-5.4,medium,anthropic/claude-sonnet-4-6,medium,anthropic_claude-sonnet-5__0.8__j-medium__pm-rationales,direct_binary_v1,3.0,520,346,448,72,0,0.8615384615384616,0.8326923076923077,0.8923076923076924,0.58309003726996,0.5289704678276645,0.6373953107285775,0.7502877054219471,0.7235450513838642,0.7802415612337839,0.7223142494042107,0.6929691460129299,0.7550591157742338,0.8372753223859193,0.7968417793671033,0.870498228535159,292,67,0.5429169336916205,0.4890156026284341,0.607162553445956,0,273,0.8587649113720031,0.8119656122351658,0.9016763100663593,228,6,7de3e802b199e604,26.867248763776143,23.43462693429266,30.055505812759964,0.863736086867173,90.98955973093621,85.50348346344465,95.91780292417116,0.0574117758144714,0.013583508377994952,-3.9177444083825974,26.395999062449683,0.4488682996764096,0.27715270751213145,0.1153073051776996,3d1e056282811c0b,158,2000,20260817,,119,4
2026-08-21,1.0,partial_credit,gpt-5.6,gpt-5.6,medium,anthropic/claude-sonnet-4-6,medium,anthropic_claude-sonnet-5__0.8__j-medium__pm-rationales,direct_binary_v1,3.0,520,346,488,32,0,0.9384615384615390,0.9173076923076920,0.9576923076923080,0.714128367956886,0.6502500335662490,0.7446490485974000,0.8488318883522890,0.8185512190333040,0.8656344975355240,0.8262949532092120,0.791371351908935,0.8449393762877870,0.9005865764691010,0.8681434550598000,0.9256471404113390,292,67,0.6953533176445600,0.6241156495383440,0.735325537136496,0,273,0.9484887976226940,0.9181382040666140,0.9742042699703900,228,6,6745b89a1b2f18ce,30.935895579954600,27.7293177552242,34.225835729787900,0.8425037576945570,96.65261262962595,90.92753278459757,100.0,0.02950411391951248,0.013209345014362087,4.639901295372629,23.774827076777864,0.5295041139195125,0.24525949040439013,0.05869595024119062,1d17936f2fe60966,154,2000,20260817,,110,3
2026-08-21,1.0,partial_credit,gpt-5.6-high,gpt-5.6,high,anthropic/claude-sonnet-4-6,medium,anthropic_claude-sonnet-5__0.8__j-medium__pm-rationales,direct_binary_v1,3.0,520,346,484,36,0,0.9307692307692310,0.9096153846153850,0.95,0.7351443234478910,0.6709007096405010,0.7620449051957380,0.8526096257655540,0.8240277545752130,0.8681349846416860,0.8329567771085610,0.7994064855104470,0.8499263043912250,0.9102745029455100,0.8766685360616100,0.9327955807114780,292,67,0.7165637430351550,0.647099729719585,0.7521026226823490,0,273,0.9228610577219440,0.8846121861576920,0.9568906292340270,228,6,85a5cfa440669e7c,28.711647020303900,25.181958641596200,32.109384011847700,0.8539219262691600,92.2900582536335,86.74474696434282,98.02193095363289,0.05071136206748203,0.013177641845480937,6.643717854667859,24.063101346648086,0.5507113620674821,0.24848348088279743,0.09162639685895496,030053d0ea5927d9,151,2000,20260817,,111,3
2026-09-06,1.0,partial_credit,gpt-6-astra_high,gpt-6-astra,high,anthropic/claude-sonnet-4-6,medium,anthropic_claude-sonnet-5__0.8__j-medium__pm-rationales,direct_binary_v1,3.0,520,346,497,23,0,0.9557692307692308,0.9384615384615385,0.9730769230769231,0.7426067532357379,0.6788603431966961,0.769567532159016,0.8706026981750176,0.8434596994304177,0.884163746378292,0.8491879920024843,0.8171301697134927,0.8646024312314182,0.930283320639962,0.8996729702626952,0.9467127140741879,292,67,0.7143615939732832,0.6474286731723967,0.7505144104745186,0,273,0.9613226895517634,0.9351761911789687,0.9828666797328651,228,6,c51447cf506174cb,23.67602405389172,20.60855232353881,26.644622423554452,0.879943514095189,99.29102471351045,94.4514892703603,99.97849216566216,0.016722841577757417,0.01327206077622099,4.002496539028784,25.50743321696408,0.5085708339519341,0.26178080174968665,0.04896556325545076,f601a7ecd5b5d144,155,2000,20260817,,113,4
